Module_id,Module_name,Status,Block_completeness,Missing_or_alternative_KOs,Detected_KOs,Completed_blocks,Total_blocks,Completeness_percent,Sample,Input_alias,Dataset,Report_file,Detected_KO_count,Missing_or_alternative_KO_count,Module_url,Detected_KO_links
M00797,dTDP-D-desosamine biosynthesis,INCOMPLETE,0__4,"K13308,K13309,K13310,K16436,K13311,K13326",,0.0,4.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,6,https://www.kegg.jp/entry/M00797,
M00798,dTDP-L-mycarose biosynthesis,INCOMPLETE,0__5,"K16435,K13315,K13317,K13316,K16438,K13318",,0.0,5.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,6,https://www.kegg.jp/entry/M00798,
M00799,dTDP-L-oleandrose biosynthesis,INCOMPLETE,0__5,"K16435,K13315,K16438,K19856,K19857",,0.0,5.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,5,https://www.kegg.jp/entry/M00799,
M00800,dTDP-L-megosamine biosynthesis,INCOMPLETE,0__5,"K16435,K16436,K13326,K16438,K13322",,0.0,5.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,5,https://www.kegg.jp/entry/M00800,
M00801,dTDP-L-olivose biosynthesis,INCOMPLETE,0__4,"K16435,K13327,K19858,K13319",,0.0,4.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,4,https://www.kegg.jp/entry/M00801,
M00802,dTDP-D-forosamine biosynthesis,INCOMPLETE,0__5,"K16435,K13327,K13328,K13329,K13330",,0.0,5.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,5,https://www.kegg.jp/entry/M00802,
M00803,dTDP-D-angolosamine biosynthesis,INCOMPLETE,0__4,"K16435,K19859,K16436,K13332",,0.0,4.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,4,https://www.kegg.jp/entry/M00803,
M00804,"Complete nitrification, comammox, ammonia => nitrite => nitrate",2 BLOCKS MISSING,1__3,"K10944,K10945,K10946,K10535","K00370,K00371",1.0,3.0,33.333333333333336,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,2,4,https://www.kegg.jp/entry/M00804,https://www.kegg.jp/entry/K00370; https://www.kegg.jp/entry/K00371
M00805,"Staurosporine biosynthesis, tryptophan => staurosporine",INCOMPLETE,0__7,"K20075,K20076,K20077,K20078,K20079,K20080,K20081,K20082",,0.0,7.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,8,https://www.kegg.jp/entry/M00805,
M00808,"Violacein biosynthesis, tryptophan => violacein",INCOMPLETE,0__4,"K20086,K20087,K20088,K20089,K20090",,0.0,4.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,5,https://www.kegg.jp/entry/M00808,
M00810,"Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde",INCOMPLETE,0__5,"K19818,K19819,K19820,K19826,K19890,K19185,K19186,K19187,K19188,K20155",,0.0,5.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,10,https://www.kegg.jp/entry/M00810,
M00811,"Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde",INCOMPLETE,0__5,"K20170,K20169,K20170,K20158,K20170,K19700,K20171,K20172,K15359,K18276",,0.0,5.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,8,https://www.kegg.jp/entry/M00811,
M00814,"Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose",INCOMPLETE,0__8,"K19969,K19979,K19974,K20424,K20425,K20426,K20427,K20430",,0.0,8.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,8,https://www.kegg.jp/entry/M00814,
M00815,"Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A",INCOMPLETE,0__9,"K19969,K20431,K20432,K20433,K20434,K20435,K20436,K20437,K20438",,0.0,9.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,9,https://www.kegg.jp/entry/M00815,
M00819,"Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone",INCOMPLETE,0__7,"K12250,K15907,K18056,K17747,K18091,K18057,K17476",,0.0,7.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,7,https://www.kegg.jp/entry/M00819,
M00823,"Chlortetracycline biosynthesis, pretetramide => chlortetracycline",INCOMPLETE,0__8,"K14251,K14252,K14253,K14254,K14255,K14256,K21301,K14257,K21297",,0.0,8.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,9,https://www.kegg.jp/entry/M00823,
M00824,"9-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 9-membered enediyne core",2 BLOCKS MISSING,0__2,"K15314,K21160,K21161,K21162,K21163,K21164,K21165,K21166,K21167",,0.0,2.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,9,https://www.kegg.jp/entry/M00824,
M00825,"10-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 10-membered enediyne core",2 BLOCKS MISSING,0__2,"K15314,K21168,K21169,K21170,K21171,K21172,K21173,K21174",,0.0,2.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,8,https://www.kegg.jp/entry/M00825,
M00826,"C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA",INCOMPLETE,0__6,"K20159,K21175,K20156,K21176,K21177,K21178,K21179",,0.0,6.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,7,https://www.kegg.jp/entry/M00826,
M00827,"C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP",INCOMPLETE,0__6,"K21183,K21181,K21182,K16431,K21184,K21185",,0.0,6.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,6,https://www.kegg.jp/entry/M00827,
M00828,"Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP",INCOMPLETE,0__4,"K21183,K21181,K21182,K21188",,0.0,4.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,4,https://www.kegg.jp/entry/M00828,
M00829,"3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA",INCOMPLETE,0__3,"K15320,K21191,K21192",,0.0,3.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,3,https://www.kegg.jp/entry/M00829,
M00830,"Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA",INCOMPLETE,0__4,"K20422,K20420,K20421,K20423",,0.0,4.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,4,https://www.kegg.jp/entry/M00830,
M00831,"Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA",INCOMPLETE,0__5,"K21221,K21222,K21223,K21224,K21225",,0.0,5.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,5,https://www.kegg.jp/entry/M00831,
M00832,"Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP",INCOMPLETE,0__5,"K21183,K21227,K21228,K16431,K21185",,0.0,5.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,5,https://www.kegg.jp/entry/M00832,
M00833,"Calicheamicin biosynthesis, calicheamicinone => calicheamicin",INCOMPLETE,0__10,"K21254,K21255,K21256,K21257,K21258,K21259,K21260,K21261,K21262,K21263",,0.0,10.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,10,https://www.kegg.jp/entry/M00833,
M00834,"Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP",INCOMPLETE,0__5,"K21254,K21255,K21256,K21257,K21258",,0.0,5.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,5,https://www.kegg.jp/entry/M00834,
M00835,"Pyocyanine biosynthesis, chorismate => pyocyanine",INCOMPLETE,1__7,"K13063,K20261,K20260,K20262,K21103,K20940",K06998,1.0,7.0,14.285714285714286,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,1,6,https://www.kegg.jp/entry/M00835,https://www.kegg.jp/entry/K06998
M00836,"Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430",INCOMPLETE,0__4,"K22011,K22012,K21610,K21612",K21611,0.0,4.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,1,4,https://www.kegg.jp/entry/M00836,https://www.kegg.jp/entry/K21611
M00837,"Prodigiosin biosynthesis, L-proline => prodigiosin",INCOMPLETE,0__10,"K21780,K21781,K21782,K21783,K21784,K21785,K21786,K21428,K21778,K21779,K21787",,0.0,10.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,11,https://www.kegg.jp/entry/M00837,
M00838,"Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin",INCOMPLETE,0__10,"K21780,K21781,K21782,K21783,K21784,K21785,K21786,K21791,K21792,K21793,K21787",,0.0,10.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,11,https://www.kegg.jp/entry/M00838,
M00840,"Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF",2 BLOCKS MISSING,4__6,"K22100,K22099","K14652,K01633,K13941,K00287",4.0,6.0,66.66666666666667,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,4,2,https://www.kegg.jp/entry/M00840,https://www.kegg.jp/entry/K00287; https://www.kegg.jp/entry/K01633; https://www.kegg.jp/entry/K13941; https://www.kegg.jp/entry/K14652
M00841,"Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF",2 BLOCKS MISSING,3__5,"K22101,K13998","K01495,K13941,K11754",3.0,5.0,60.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,3,2,https://www.kegg.jp/entry/M00841,https://www.kegg.jp/entry/K01495; https://www.kegg.jp/entry/K11754; https://www.kegg.jp/entry/K13941
M00842,"Tetrahydrobiopterin biosynthesis, GTP => BH4",1 BLOCK MISSING,2__3,K00072,"K01495,K01737",2.0,3.0,66.66666666666667,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,2,1,https://www.kegg.jp/entry/M00842,https://www.kegg.jp/entry/K01495; https://www.kegg.jp/entry/K01737
M00843,"L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4",1 BLOCK MISSING,2__3,K17745,"K01495,K01737",2.0,3.0,66.66666666666667,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,2,1,https://www.kegg.jp/entry/M00843,https://www.kegg.jp/entry/K01495; https://www.kegg.jp/entry/K01737
M00844,"Arginine biosynthesis, ornithine => arginine",COMPLETE,3__3,K14681,"K00611,K01940,K01755",3.0,3.0,100.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,3,1,https://www.kegg.jp/entry/M00844,https://www.kegg.jp/entry/K00611; https://www.kegg.jp/entry/K01755; https://www.kegg.jp/entry/K01940
M00845,"Arginine biosynthesis, glutamate => acetylcitrulline => arginine",2 BLOCKS MISSING,5__7,"K22478,K09065","K00145,K00821,K01438,K01940,K01755",5.0,7.0,71.42857142857143,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,5,2,https://www.kegg.jp/entry/M00845,https://www.kegg.jp/entry/K00145; https://www.kegg.jp/entry/K00821; https://www.kegg.jp/entry/K01438; https://www.kegg.jp/entry/K01755; https://www.kegg.jp/entry/K01940
M00846,"Siroheme biosynthesis, glutamate => siroheme",1 BLOCK MISSING,5__6,"K01719,K13543,K00589,K13543,K24866,K03794","K02492,K01845,K01698,K01749,K13542,K02302,K02303,K02496,K02304",5.0,6.0,83.33333333333333,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,9,5,https://www.kegg.jp/entry/M00846,https://www.kegg.jp/entry/K01698; https://www.kegg.jp/entry/K01749; https://www.kegg.jp/entry/K01845; https://www.kegg.jp/entry/K02302; https://www.kegg.jp/entry/K02303; https://www.kegg.jp/entry/K02304; https://www.kegg.jp/entry/K02492; https://www.kegg.jp/entry/K02496; https://www.kegg.jp/entry/K13542
M00847,"Heme biosynthesis, archaea, siroheme => heme",INCOMPLETE,0__3,"K22225,K22226,K22227",,0.0,3.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,3,https://www.kegg.jp/entry/M00847,
M00848,"Aurachin biosynthesis, anthranilate => aurachin A",INCOMPLETE,0__8,"K09460,K14245,K14246,K22798,K22799,K22800,K21272,K21271,K22801,K22802",K02078,0.0,8.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,1,10,https://www.kegg.jp/entry/M00848,https://www.kegg.jp/entry/K02078
M00849,"C5 isoprenoid biosynthesis, mevalonate pathway, archaea",INCOMPLETE,4__7,"K00869,K17942,K06981,K18689,K18690,K22813,K06981","K00626,K01641,K00021,K00054,K01823",4.0,7.0,57.142857142857146,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,5,6,https://www.kegg.jp/entry/M00849,https://www.kegg.jp/entry/K00021; https://www.kegg.jp/entry/K00054; https://www.kegg.jp/entry/K00626; https://www.kegg.jp/entry/K01641; https://www.kegg.jp/entry/K01823
M00850,"Vibrio cholerae pathogenicity signature, cholera toxins",INCOMPLETE,0__6,"K10928,K10929,K10954,K10952,K10953,K10948,K11018",,0.0,6.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,7,https://www.kegg.jp/entry/M00850,
M00851,Carbapenem resistance,1 BLOCK MISSING,0__1,"K18768,K18970,K19316,K22346,K18794,K19318,K18971,K18793,K19319,K19320,K19321,K19322,K18972,K19211,K18976,K21277,K18782,K18781,K18780,K19099,K19216",,0.0,1.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,21,https://www.kegg.jp/entry/M00851,
M00852,"Vibrio cholerae pathogenicity signature, toxin coregulated pilus",INCOMPLETE,0__14,"K10961,K10920,K10919,K10930,K10931,K10962,K10932,K10963,K10933,K10964,K10965,K10934,K10935,K10966",,0.0,14.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,14,https://www.kegg.jp/entry/M00852,
M00853,"ETEC pathogenicity signature, colonization factors",INCOMPLETE,0__5,"K22850,K22851,K22852,K22853,K22854",,0.0,5.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,5,https://www.kegg.jp/entry/M00853,
M00854,"Glycogen biosynthesis, glucose-1P => glycogen/starch",COMPLETE,3__3,"K00693,K00750,K16150,K16153,K13679,K20812,K13679,K20812","K00963,K00700,K16149,K00975,K00703",3.0,3.0,100.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,5,6,https://www.kegg.jp/entry/M00854,https://www.kegg.jp/entry/K00700; https://www.kegg.jp/entry/K00703; https://www.kegg.jp/entry/K00963; https://www.kegg.jp/entry/K00975; https://www.kegg.jp/entry/K16149
M00855,"Glycogen degradation, glycogen => glucose-6P",COMPLETE,3__3,"K16153,K01196,K22451,K02438,K15779","K00688,K00705,K01200,K01835,K15778",3.0,3.0,100.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,5,5,https://www.kegg.jp/entry/M00855,https://www.kegg.jp/entry/K00688; https://www.kegg.jp/entry/K00705; https://www.kegg.jp/entry/K01200; https://www.kegg.jp/entry/K01835; https://www.kegg.jp/entry/K15778
M00856,"Salmonella enterica pathogenicity signature, typhoid toxin",INCOMPLETE,0__4,"K11014,K11023,K19298,K22918",,0.0,4.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,4,https://www.kegg.jp/entry/M00856,
M00857,"Salmonella enterica pathogenicity signature, Vi antigen",INCOMPLETE,0__7,"K22914,K22926,K22925,K22915,K22916,K22917,K22924,K22921,K22923,K22922",,0.0,7.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,10,https://www.kegg.jp/entry/M00857,
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",INCOMPLETE,0__3,"K11030,K08645,K11029",,0.0,3.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,3,https://www.kegg.jp/entry/M00859,
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",INCOMPLETE,1__7,"K22976,K22977,K22980,K22116,K01932,K22981",K07282,1.0,7.0,14.285714285714286,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,1,6,https://www.kegg.jp/entry/M00860,https://www.kegg.jp/entry/K07282
M00861,"beta-Oxidation, peroxisome, VLCFA",1 BLOCK MISSING,2__3,"K00232,K08764","K12405,K07513",2.0,3.0,66.66666666666667,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,2,2,https://www.kegg.jp/entry/M00861,https://www.kegg.jp/entry/K07513; https://www.kegg.jp/entry/K12405
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",2 BLOCKS MISSING,1__3,"K10214,K08764",K12405,1.0,3.0,33.333333333333336,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,1,2,https://www.kegg.jp/entry/M00862,https://www.kegg.jp/entry/K12405
M00866,"KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type",COMPLETE,9__9,K09949,"K00677,K02535,K16363,K02536,K03269,K00748,K00912,K02527,K02517,K09778",9.0,9.0,100.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,10,1,https://www.kegg.jp/entry/M00866,https://www.kegg.jp/entry/K00677; https://www.kegg.jp/entry/K00748; https://www.kegg.jp/entry/K00912; https://www.kegg.jp/entry/K02517; https://www.kegg.jp/entry/K02527; https://www.kegg.jp/entry/K02535; https://www.kegg.jp/entry/K02536; https://www.kegg.jp/entry/K03269; https://www.kegg.jp/entry/K09778; https://www.kegg.jp/entry/K16363
M00867,KDO2-lipid A modification pathway,INCOMPLETE,0__5,"K12977,K03760,K23082,K23083,K23159,K09953",,0.0,5.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,6,https://www.kegg.jp/entry/M00867,
M00868,"Heme biosynthesis, animals and fungi, glycine => heme",2 BLOCKS MISSING,6__8,"K00643,K01719","K01698,K01749,K01599,K00228,K00231,K01772",6.0,8.0,75.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,6,2,https://www.kegg.jp/entry/M00868,https://www.kegg.jp/entry/K00228; https://www.kegg.jp/entry/K00231; https://www.kegg.jp/entry/K01599; https://www.kegg.jp/entry/K01698; https://www.kegg.jp/entry/K01749; https://www.kegg.jp/entry/K01772
M00872,"O-glycan biosynthesis, mannose type (core M3)",INCOMPLETE,1__10,"K00728,K18207,K09654,K17547,K19872,K19873,K21052,K21032,K09668",K21031,1.0,10.0,10.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,1,9,https://www.kegg.jp/entry/M00872,https://www.kegg.jp/entry/K21031
M00873,"Fatty acid biosynthesis in mitochondria, animals",INCOMPLETE,2__6,"K18660,K11539,K22540,K07512","K03955,K00645,K09458,K13370",2.0,6.0,33.333333333333336,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,4,4,https://www.kegg.jp/entry/M00873,https://www.kegg.jp/entry/K00645; https://www.kegg.jp/entry/K03955; https://www.kegg.jp/entry/K09458; https://www.kegg.jp/entry/K13370
M00874,"Fatty acid biosynthesis in mitochondria, fungi",INCOMPLETE,3__6,"K11262,K22541,K07512","K03955,K00645,K09458,K00059",3.0,6.0,50.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,4,3,https://www.kegg.jp/entry/M00874,https://www.kegg.jp/entry/K00059; https://www.kegg.jp/entry/K00645; https://www.kegg.jp/entry/K03955; https://www.kegg.jp/entry/K09458
M00875,"Staphyloferrin B biosynthesis, L-serine => staphyloferrin B",INCOMPLETE,0__7,"K23371,K21949,K21721,K23372,K23373,K23374,K23375",,0.0,7.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,7,https://www.kegg.jp/entry/M00875,
M00876,"Staphyloferrin A biosynthesis, L-ornithine => staphyloferrin A",INCOMPLETE,0__3,"K21898,K23446,K23447",,0.0,3.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,3,https://www.kegg.jp/entry/M00876,
M00877,"Kanosamine biosynthesis, glucose 6-phosphate => kanosamine",INCOMPLETE,0__3,"K18652,K18653,K18654",,0.0,3.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,3,https://www.kegg.jp/entry/M00877,
M00878,"Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA",1 BLOCK MISSING,6__7,"K02610,K02612","K01912,K02609,K02611,K02613,K15866,K02618,K02615,K01692,K00074",6.0,7.0,85.71428571428571,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,9,2,https://www.kegg.jp/entry/M00878,https://www.kegg.jp/entry/K00074; https://www.kegg.jp/entry/K01692; https://www.kegg.jp/entry/K01912; https://www.kegg.jp/entry/K02609; https://www.kegg.jp/entry/K02611; https://www.kegg.jp/entry/K02613; https://www.kegg.jp/entry/K02615; https://www.kegg.jp/entry/K02618; https://www.kegg.jp/entry/K15866
M00879,"Arginine succinyltransferase pathway, arginine => glutamate",INCOMPLETE,2__5,"K00840,K06447,K05526","K00673,K01484",2.0,5.0,40.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,2,3,https://www.kegg.jp/entry/M00879,https://www.kegg.jp/entry/K00673; https://www.kegg.jp/entry/K01484
M00880,"Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor",COMPLETE,5__5,"K20967,K20967,K15376,K15376","K03639,K03637,K03635,K21142,K03831,K03638,K03750",5.0,5.0,100.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,7,2,https://www.kegg.jp/entry/M00880,https://www.kegg.jp/entry/K03635; https://www.kegg.jp/entry/K03637; https://www.kegg.jp/entry/K03638; https://www.kegg.jp/entry/K03639; https://www.kegg.jp/entry/K03750; https://www.kegg.jp/entry/K03831; https://www.kegg.jp/entry/K21142
M00889,"Puromycin biosynthesis, ATP => puromycin",INCOMPLETE,0__9,"K12628,K12629,K12630,K12631,K12632,K12633,K12634,K12635,K12636",,0.0,9.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,9,https://www.kegg.jp/entry/M00889,
M00890,"Roseoflavin biosynthesis, FMN => roseoflavin",2 BLOCKS MISSING,0__2,"K22598,K22269",,0.0,2.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,2,https://www.kegg.jp/entry/M00890,
M00891,"Ditryptophenaline biosynthesis, tryptophan + phenylalanine => ditryptophenaline",INCOMPLETE,0__3,"K23646,K23647,K21477",,0.0,3.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,3,https://www.kegg.jp/entry/M00891,
M00892,"UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc",2 BLOCKS MISSING,4__6,"K12407,K01836,K00972","K00844,K00845,K01810,K00820,K00621",4.0,6.0,66.66666666666667,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,5,3,https://www.kegg.jp/entry/M00892,https://www.kegg.jp/entry/K00621; https://www.kegg.jp/entry/K00820; https://www.kegg.jp/entry/K00844; https://www.kegg.jp/entry/K00845; https://www.kegg.jp/entry/K01810
M00893,"Lovastatin biosynthesis, malonyl-CoA => lovastatin acid",INCOMPLETE,0__6,"K20981,K20982,K20985,K20980,K20984,K20983",,0.0,6.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,6,https://www.kegg.jp/entry/M00893,
M00894,"Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol",INCOMPLETE,0__4,"K20503,K20508,K20502,K20501",,0.0,4.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,4,https://www.kegg.jp/entry/M00894,
M00900,"Crocin biosynthesis, crocetin => crocin",2 BLOCKS MISSING,0__2,"K21371,K21354",,0.0,2.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,2,https://www.kegg.jp/entry/M00900,
